t,x_t1,y_t1,z_t1,x_t2,y_t2,z_t2,x_fk,y_fk,z_fk,q0,q1,q2,q3,p0,p1,p2,p3,p4,p5,tau1,tau2,tau3,tau4
0.766667,0.0514599,0.008699,0.146277,0.136483,0.0138268,0.242424,-0.0962523,0.0187036,-0.249022,0.188961,0.373818,0.199227,0.464824,37.7455,434.23,728.024,37.7455,434.23,728.024,0,0,0,0,
0.773333,0.0514955,0.0087784,0.146255,0.136618,0.0140079,0.242311,-0.0963268,0.0189896,-0.248947,0.191773,0.374364,0.201699,0.465512,38.3941,432.713,728.893,38.3941,432.713,728.893,0,0,0,0,
0.78,0.0515346,0.00884852,0.146232,0.13676,0.0141588,0.242195,-0.0964072,0.0192573,-0.24887,0.194333,0.374937,0.2041,0.466166,39.0479,431.194,729.758,39.0479,431.194,729.758,0,0,0,0,
0.786667,0.0515767,0.00891022,0.146208,0.136909,0.0142905,0.242072,-0.0964901,0.0194882,-0.248797,0.196599,0.375513,0.205914,0.466723,39.7069,429.675,730.618,39.7069,429.675,730.618,0,0,0,0,
0.793333,0.0516224,0.00896503,0.146182,0.137067,0.0143924,0.241949,-0.0965775,0.0197066,-0.248724,0.198634,0.376122,0.207818,0.467206,40.3711,428.156,731.473,40.3711,428.156,731.473,0,0,0,0,
0.8,0.0516711,0.00901217,0.146154,0.137233,0.0144682,0.241825,-0.0966709,0.0199093,-0.248649,0.200415,0.376755,0.209748,0.467672,41.0406,426.637,732.323,41.0406,426.637,732.323,0,0,0,0,
0.806667,0.0517236,0.00905338,0.146124,0.137404,0.0145263,0.241695,-0.0967723,0.020083,-0.248576,0.201995,0.377445,0.211107,0.467978,41.7153,425.117,733.168,41.7153,425.117,733.168,0,0,0,0,
0.813333,0.05178,0.00908916,0.146092,0.137581,0.0145586,0.241567,-0.0968755,0.0202351,-0.248505,0.20333,0.378166,0.212308,0.468121,42.3951,423.596,734.009,42.3951,423.596,734.009,0,0,0,0,
0.82,0.0518408,0.00911771,0.14606,0.13776,0.014567,0.241441,-0.0969768,0.0203793,-0.248439,0.204485,0.378897,0.213681,0.468159,43.0802,422.076,734.844,43.0802,422.076,734.844,0,0,0,0,
0.826667,0.0519041,0.00914048,0.146026,0.137939,0.0145523,0.241319,-0.0970772,0.020515,-0.248374,0.205494,0.379636,0.215126,0.468115,43.7704,420.554,735.675,43.7704,420.554,735.675,0,0,0,0,
0.833333,0.0519691,0.00915783,0.145992,0.138116,0.0145181,0.241201,-0.0971812,0.020635,-0.248311,0.206354,0.380404,0.216368,0.467976,44.4658,419.033,736.501,44.4658,419.033,736.501,0,0,0,0,
0.84,0.0520366,0.00917019,0.145956,0.138289,0.0144672,0.241091,-0.097286,0.0207459,-0.248249,0.207082,0.381203,0.217616,0.467705,45.1663,417.512,737.322,45.1663,417.512,737.322,0,0,0,0,
0.846667,0.0521071,0.00917708,0.14592,0.138457,0.0144015,0.240989,-0.0973825,0.0208503,-0.248193,0.207693,0.381952,0.218987,0.467421,45.872,415.99,738.138,45.872,415.99,738.138,0,0,0,0,
0.853333,0.0521789,0.00917937,0.145883,0.138618,0.0143233,0.240896,-0.0974869,0.020944,-0.248136,0.208139,0.382761,0.220345,0.467033,46.5829,414.468,738.95,46.5829,414.468,738.95,0,0,0,0,
0.86,0.052252,0.00917659,0.145847,0.138768,0.0142385,0.240812,-0.0975857,0.02103,-0.248083,0.208468,0.383543,0.221769,0.466599,47.2988,412.945,739.756,47.2988,412.945,739.756,0,0,0,0,
0.866667,0.052322,0.00917109,0.145812,0.138904,0.0141487,0.240739,-0.0976849,0.0211082,-0.248031,0.208683,0.384335,0.223214,0.466103,48.0199,411.423,740.557,48.0199,411.423,740.557,0,0,0,0,
0.873333,0.0523894,0.00916368,0.145779,0.139024,0.0140616,0.240676,-0.0977859,0.021181,-0.24798,0.208804,0.385146,0.224698,0.465556,48.746,409.9,741.354,48.746,409.9,741.354,0,0,0,0,
0.88,0.0524542,0.00915234,0.145747,0.139126,0.01398,0.240624,-0.0978764,0.0212476,-0.247933,0.208843,0.385871,0.226252,0.465078,49.4773,408.377,742.145,49.4773,408.377,742.145,0,0,0,0,
0.886667,0.052513,0.00914026,0.145718,0.139211,0.0139046,0.240581,-0.0979676,0.0213149,-0.247887,0.208857,0.386618,0.227893,0.464543,50.2137,406.854,742.932,50.2137,406.854,742.932,0,0,0,0,
0.893333,0.0525667,0.0091263,0.145692,0.139281,0.0138377,0.240548,-0.0980501,0.0213811,-0.247845,0.208779,0.387317,0.229799,0.464005,50.9551,405.331,743.714,50.9551,405.331,743.714,0,0,0,0,
0.9,0.0526132,0.00911304,0.145669,0.139336,0.0137808,0.240524,-0.0981231,0.0214508,-0.247809,0.20869,0.387971,0.231931,0.463451,51.7015,403.808,744.49,51.7015,403.808,744.49,0,0,0,0,
0.906667,0.0526512,0.00910146,0.14565,0.139377,0.013738,0.240509,-0.0981854,0.0215235,-0.247776,0.208639,0.388559,0.23415,0.462937,52.4531,402.285,745.262,52.4531,402.285,745.262,0,0,0,0,
0.913333,0.0526822,0.00909145,0.145635,0.139403,0.0137091,0.2405,-0.0982363,0.0215931,-0.247749,0.208569,0.389055,0.236394,0.462514,53.2096,400.762,746.028,53.2096,400.762,746.028,0,0,0,0,
0.92,0.0527055,0.00908384,0.145624,0.139419,0.013689,0.240496,-0.0982748,0.0216656,-0.247726,0.208575,0.389467,0.238637,0.462156,53.9712,399.239,746.79,53.9712,399.239,746.79,0,0,0,0,
0.926667,0.0527221,0.00907922,0.145616,0.139428,0.0136755,0.240495,-0.0982913,0.0217606,-0.247713,0.208669,0.389796,0.241599,0.461762,54.7379,397.716,747.547,54.7379,397.716,747.547,0,0,0,0,
0.933333,0.052734,0.00907616,0.145611,0.139429,0.013667,0.240501,-0.0982961,0.0218606,-0.247705,0.208853,0.390079,0.2446,0.46132,55.5095,396.192,748.298,55.5095,396.192,748.298,0,0,0,0,
0.94,0.0527413,0.00907495,0.145607,0.139416,0.0136687,0.240519,-0.0982854,0.021982,-0.247704,0.209175,0.390315,0.248113,0.460841,56.2861,394.669,749.045,56.2861,394.669,749.045,0,0,0,0,
0.946667,0.0527462,0.0090749,0.145605,0.139378,0.0136896,0.240557,-0.0982613,0.0221166,-0.247708,0.209688,0.390481,0.251692,0.460409,57.0677,393.146,749.786,57.0677,393.146,749.786,0,0,0,0,
0.953333,0.0527488,0.00907675,0.145603,0.139307,0.0137396,0.240622,-0.0982002,0.0222865,-0.247727,0.210399,0.390517,0.256281,0.459871,57.8543,391.623,750.522,57.8543,391.623,750.522,0,0,0,0,
0.96,0.0527471,0.00908257,0.145605,0.139186,0.0138388,0.240722,-0.0981335,0.0224727,-0.247748,0.211318,0.390544,0.260954,0.459343,58.6458,390.101,751.254,58.6458,390.101,751.254,0,0,0,0,
0.966667,0.0527372,0.00909697,0.145609,0.139004,0.0139983,0.240867,-0.0980485,0.0226678,-0.247776,0.212459,0.390479,0.265505,0.458821,59.4423,388.578,751.98,59.4423,388.578,751.98,0,0,0,0,
0.973333,0.0527173,0.00912296,0.145617,0.138757,0.0142327,0.241055,-0.0979513,0.0228865,-0.247809,0.213757,0.390398,0.270586,0.458239,60.2437,387.055,752.701,60.2437,387.055,752.701,0,0,0,0,
0.98,0.0526836,0.00916143,0.145632,0.138443,0.0145475,0.241291,-0.0978105,0.0231532,-0.247859,0.215464,0.390181,0.276653,0.457527,61.0501,385.533,753.417,61.0501,385.533,753.417,0,0,0,0,
0.986667,0.0526322,0.00921807,0.145655,0.138054,0.0149526,0.241574,-0.0976473,0.0234384,-0.247917,0.217577,0.389841,0.282491,0.456901,61.8613,384.011,754.128,61.8613,384.011,754.128,0,0,0,0,
0.993333,0.052562,0.00929442,0.145687,0.137595,0.0154455,0.241898,-0.0974398,0.0237584,-0.247994,0.220158,0.389335,0.288717,0.456175,62.6775,382.489,754.833,62.6775,382.489,754.833,0,0,0,0,
1,0.0524684,0.00939255,0.145727,0.137079,0.0160172,0.242255,-0.0972118,0.0241082,-0.248078,0.223087,0.388774,0.295287,0.455415,63.4986,380.968,755.534,63.4986,380.968,755.534,0,0,0,0,
1.00667,0.0523494,0.0095178,0.145777,0.136503,0.0166797,0.242641,-0.0969361,0.024498,-0.248183,0.226514,0.388082,0.302437,0.454403,64.3245,379.446,756.229,64.3245,379.446,756.229,0,0,0,0,
1.01333,0.0522103,0.0096653,0.145836,0.135884,0.0174003,0.243036,-0.096619,0.0249313,-0.248302,0.230563,0.387238,0.309901,0.453375,65.1553,377.925,756.919,65.1553,377.925,756.919,0,0,0,0,
1.02,0.0520437,0.00984221,0.145907,0.135257,0.0181501,0.243436,-0.0962794,0.0253958,-0.248421,0.235379,0.38622,0.316661,0.452705,65.991,376.405,757.605,65.991,376.405,757.605,0,0,0,0,
1.02667,0.0518557,0.0100433,0.145985,0.134619,0.0189302,0.243835,-0.0958898,0.0259082,-0.248558,0.240834,0.385027,0.323969,0.451982,66.8315,374.884,758.284,66.8315,374.884,758.284,0,0,0,0,
1.03333,0.0516497,0.0102658,0.146069,0.133976,0.0197443,0.24423,-0.0954879,0.0264395,-0.248697,0.246704,0.383814,0.331081,0.45125,67.6768,373.364,758.959,67.6768,373.364,758.959,0,0,0,0,
1.04,0.0514231,0.0105114,0.146157,0.133334,0.0205635,0.244614,-0.0950482,0.0270115,-0.248845,0.253395,0.382461,0.337941,0.450557,68.527,371.845,759.629,68.527,371.845,759.629,0,0,0,0,
1.04667,0.0511803,0.0107794,0.14625,0.132708,0.02139,0.244983,-0.094588,0.0276224,-0.248991,0.260774,0.381013,0.344667,0.450095,69.3819,370.325,760.293,69.3819,370.325,760.293,0,0,0,0,
1.05333,0.0509297,0.0110621,0.146345,0.132083,0.0222374,0.245343,-0.0940891,0.028263,-0.249148,0.268828,0.379411,0.351211,0.449684,70.2417,368.807,760.952,70.2417,368.807,760.952,0,0,0,0,
1.06,0.0506764,0.0113524,0.146439,0.131458,0.0231152,0.245687,-0.0935627,0.0289172,-0.249308,0.277768,0.377623,0.356348,0.449546,71.1062,367.288,761.606,71.1062,367.288,761.606,0,0,0,0,
1.06667,0.0504195,0.0116526,0.146528,0.130854,0.0239808,0.246013,-0.0929828,0.0296177,-0.249485,0.287555,0.375682,0.361704,0.449321,71.9755,365.77,762.254,71.9755,365.77,762.254,0,0,0,0,
1.07333,0.0501649,0.0119581,0.146612,0.13027,0.0248401,0.246323,-0.0924011,0.030348,-0.249655,0.297989,0.373846,0.36673,0.449013,72.8496,364.253,762.897,72.8496,364.253,762.897,0,0,0,0,
1.08,0.0499129,0.0122681,0.146692,0.129706,0.0256926,0.246615,-0.0918049,0.0311089,-0.249822,0.309203,0.372038,0.371248,0.448674,73.7284,362.736,763.535,73.7284,362.736,763.535,0,0,0,0,
1.08667,0.0496695,0.0125808,0.146769,0.129161,0.0265393,0.246884,-0.0912208,0.0318762,-0.249977,0.320609,0.370343,0.375614,0.448398,74.6119,361.22,764.168,74.6119,361.22,764.168,0,0,0,0,
1.09333,0.0494394,0.0128873,0.146838,0.128646,0.0273598,0.247131,-0.090646,0.0326329,-0.250129,0.331637,0.368827,0.380739,0.447803,75.5002,359.704,764.796,75.5002,359.704,764.796,0,0,0,0,
1.1,0.0492181,0.0131911,0.146904,0.128136,0.0281883,0.247363,-0.0900766,0.0333928,-0.250272,0.34263,0.367392,0.386217,0.44725,76.3932,358.189,765.418,76.3932,358.189,765.418,0,0,0,0,
1.10667,0.049014,0.0134815,0.146965,0.127669,0.0289914,0.24757,-0.0895447,0.0341246,-0.2504,0.353072,0.366175,0.391853,0.446622,77.2908,356.674,766.035,77.2908,356.674,766.035,0,0,0,0,
1.11333,0.0488187,0.0137725,0.147019,0.127259,0.029718,0.247756,-0.0890032,0.0348872,-0.250527,0.362923,0.365135,0.400358,0.445625,78.1932,355.161,766.646,78.1932,355.161,766.646,0,0,0,0,
1.12,0.0486407,0.0140475,0.147067,0.126875,0.0304374,0.247919,-0.0884589,0.0356368,-0.250651,0.372777,0.364057,0.408596,0.44479,79.1002,353.647,767.253,79.1002,353.647,767.253,0,0,0,0,
1.12667,0.0484718,0.0143197,0.147109,0.126519,0.0311477,0.24806,-0.0879414,0.0363597,-0.250762,0.382542,0.363089,0.415933,0.444026,80.0118,352.135,767.854,80.0118,352.135,767.854,0,0,0,0,
1.13333,0.0483131,0.0145826,0.147143,0.126189,0.0318428,0.24818,-0.0874279,0.0370989,-0.250863,0.392642,0.362184,0.42306,0.443402,80.9281,350.623,768.449,80.9281,350.623,768.449,0,0,0,0,
1.14,0.0481708,0.0148305,0.147169,0.125888,0.0325247,0.24828,-0.0869557,0.0378044,-0.250946,0.402695,0.361428,0.428682,0.442896,81.849,349.112,769.039,81.849,349.112,769.039,0,0,0,0,
1.14667,0.0480407,0.0150654,0.147189,0.125615,0.0331921,0.248363,-0.0865096,0.038502,-0.251012,0.412551,0.360788,0.434242,0.44256,82.7746,347.601,769.624,82.7746,347.601,769.624,0,0,0,0,
1.15333,0.0479223,0.0152967,0.147204,0.125373,0.0338271,0.248424,-0.0861192,0.0391536,-0.25106,0.421781,0.360369,0.439052,0.442222,83.7047,346.091,770.204,83.7047,346.091,770.204,0,0,0,0,
1.16,0.0478267,0.0155072,0.147218,0.125164,0.0344417,0.248463,-0.0857519,0.0397559,-0.251101,0.430642,0.359915,0.442819,0.442146,84.6394,344.583,770.778,84.6394,344.583,770.778,0,0,0,0,
1.16667,0.0477427,0.0157126,0.147228,0.124982,0.0350414,0.248487,-0.0854219,0.0403339,-0.251129,0.438764,0.35964,0.447077,0.442017,85.5787,343.074,771.347,85.5787,343.074,771.347,0,0,0,0,
1.17333,0.0476705,0.0159105,0.147235,0.124832,0.0356032,0.248495,-0.0851278,0.0408817,-0.251145,0.446236,0.359491,0.451411,0.441934,86.5226,341.567,771.91,86.5226,341.567,771.91,0,0,0,0,
1.18,0.0476093,0.0161004,0.147236,0.12471,0.036129,0.248488,-0.0848524,0.0414066,-0.251153,0.453504,0.359368,0.4552,0.441979,87.471,340.061,772.468,87.471,340.061,772.468,0,0,0,0,
1.18667,0.0475567,0.0162802,0.147233,0.124616,0.0366316,0.248464,-0.0846011,0.0419068,-0.251153,0.460666,0.359282,0.458049,0.442194,88.4239,338.555,773.021,88.4239,338.555,773.021,0,0,0,0,
1.19333,0.0475129,0.0164513,0.147225,0.124552,0.0371029,0.24843,-0.0843631,0.0424113,-0.251144,0.467779,0.3593,0.460944,0.442387,89.3814,337.051,773.568,89.3814,337.051,773.568,0,0,0,0,
1.2,0.0474772,0.0166151,0.147214,0.124514,0.0375443,0.248383,-0.0841625,0.0428847,-0.251122,0.474489,0.359398,0.463188,0.442757,90.3433,335.547,774.11,90.3433,335.547,774.11,0,0,0,0,
1.20667,0.0474498,0.0167726,0.1472,0.124499,0.0379623,0.248322,-0.0839912,0.043335,-0.251092,0.480597,0.359615,0.465664,0.443077,91.3098,334.044,774.646,91.3098,334.044,774.646,0,0,0,0,
1.21333,0.0474308,0.0169208,0.147184,0.124505,0.0383522,0.248251,-0.0838577,0.0437646,-0.251047,0.486079,0.359947,0.468357,0.443522,92.2807,332.542,775.177,92.2807,332.542,775.177,0,0,0,0,
1.22,0.0474197,0.0170608,0.147167,0.124534,0.0387129,0.248171,-0.0837519,0.044153,-0.251,0.490923,0.360343,0.470785,0.443884,93.2561,331.041,775.703,93.2561,331.041,775.703,0,0,0,0,
1.22667,0.0474129,0.0171939,0.14715,0.124582,0.039054,0.248078,-0.0836527,0.0445135,-0.250952,0.494994,0.360632,0.474108,0.444509,94.2359,329.541,776.223,94.2359,329.541,776.223,0,0,0,0,
1.23333,0.0474116,0.0173172,0.147133,0.124647,0.0393729,0.247974,-0.0835841,0.044848,-0.250894,0.498625,0.360968,0.477129,0.445292,95.2202,328.042,776.737,95.2202,328.042,776.737,0,0,0,0,
1.24667,0.0474266,0.0175366,0.147097,0.124811,0.0400169,0.247733,-0.0835121,0.045429,-0.250768,0.505111,0.361739,0.481054,0.446896,97.2019,325.048,777.75,97.2019,325.048,777.75,0,0,0,0,
1.25333,0.0474373,0.0176376,0.147074,0.124916,0.0403031,0.247605,-0.0834874,0.045667,-0.250709,0.507563,0.362007,0.483071,0.447826,98.1994,323.552,778.248,98.1994,323.552,778.248,0,0,0,0,
1.26,0.0474509,0.0177362,0.147046,0.125029,0.0405653,0.247475,-0.0835018,0.0459209,-0.250631,0.509857,0.362522,0.485279,0.448734,99.2013,322.058,778.741,99.2013,322.058,778.741,0,0,0,0,
1.26667,0.0474697,0.0178294,0.147016,0.125154,0.0408058,0.247343,-0.0835271,0.0461671,-0.250552,0.512151,0.363133,0.487012,0.449433,100.207,320.564,779.228,100.207,320.564,779.228,0,0,0,0,
1.27333,0.0474932,0.0179194,0.146985,0.125284,0.0410173,0.247213,-0.0835589,0.0464012,-0.250473,0.514277,0.363753,0.488639,0.4501,101.218,319.072,779.71,101.218,319.072,779.71,0,0,0,0,
1.28,0.0475211,0.0180037,0.146954,0.125419,0.0412118,0.247085,-0.0835921,0.0466289,-0.250395,0.516313,0.364371,0.490241,0.450752,102.233,317.581,780.186,102.233,317.581,780.186,0,0,0,0,
1.28667,0.0475517,0.0180852,0.146921,0.125561,0.0413907,0.246956,-0.0836354,0.0468448,-0.250314,0.518114,0.364996,0.491853,0.451442,103.252,316.091,780.657,103.252,316.091,780.657,0,0,0,0,
1.29333,0.0475849,0.0181649,0.146887,0.125705,0.0415537,0.24683,-0.0836912,0.0470541,-0.25023,0.519808,0.365676,0.493276,0.4521,104.276,314.602,781.122,104.276,314.602,781.122,0,0,0,0,
1.3,0.0476202,0.0182421,0.146852,0.125846,0.0417029,0.246708,-0.0837645,0.0472647,-0.25014,0.521386,0.366485,0.494688,0.452626,105.304,313.115,781.582,105.304,313.115,781.582,0,0,0,0,
1.30667,0.0476571,0.0183172,0.146817,0.125981,0.0418353,0.246594,-0.0838466,0.0474697,-0.250048,0.522807,0.36735,0.496133,0.453055,106.336,311.629,782.036,106.336,311.629,782.036,0,0,0,0,
1.31333,0.047696,0.0183876,0.146783,0.126113,0.0419567,0.246484,-0.0839272,0.047674,-0.249957,0.524096,0.368207,0.497891,0.453484,107.372,310.144,782.485,107.372,310.144,782.485,0,0,0,0,
1.32,0.047735,0.0184538,0.146749,0.126238,0.0420681,0.246381,-0.0840066,0.0478662,-0.249871,0.525303,0.36907,0.499472,0.45375,108.413,308.66,782.928,108.413,308.66,782.928,0,0,0,0,
1.32667,0.0477736,0.018518,0.146717,0.126353,0.0421693,0.246287,-0.0840831,0.0480464,-0.249791,0.526416,0.369913,0.500949,0.453914,109.457,307.178,783.365,109.457,307.178,783.365,0,0,0,0,
1.33333,0.0478103,0.0185791,0.146686,0.126456,0.0422618,0.246203,-0.0841573,0.0482268,-0.249713,0.527532,0.370772,0.502446,0.453989,110.506,305.697,783.797,110.506,305.697,783.797,0,0,0,0,
1.34,0.0478448,0.0186362,0.146657,0.126549,0.0423487,0.246127,-0.0842296,0.0484067,-0.249635,0.528616,0.371618,0.504031,0.454078,111.56,304.217,784.223,111.56,304.217,784.223,0,0,0,0,
1.34667,0.0478762,0.0186895,0.146631,0.126631,0.0424301,0.246062,-0.0842965,0.0485848,-0.24956,0.529691,0.372436,0.505668,0.454151,112.617,302.739,784.644,112.617,302.739,784.644,0,0,0,0,
1.35333,0.047904,0.0187386,0.146607,0.126699,0.042511,0.246004,-0.0843555,0.0487581,-0.249489,0.530829,0.373195,0.507135,0.454257,113.679,301.262,785.059,113.679,301.262,785.059,0,0,0,0,
1.36,0.0479302,0.0187862,0.146584,0.126755,0.0425904,0.245955,-0.0844095,0.0489298,-0.249421,0.531877,0.373929,0.508852,0.454347,114.744,299.787,785.469,114.744,299.787,785.469,0,0,0,0,
1.36667,0.0479538,0.0188316,0.146564,0.126799,0.0426734,0.245913,-0.0844532,0.049101,-0.249357,0.532972,0.374617,0.510617,0.454416,115.814,298.313,785.873,115.814,298.313,785.873,0,0,0,0,
1.37333,0.0479742,0.0188752,0.146546,0.126833,0.0427601,0.245877,-0.0844855,0.0492733,-0.249299,0.534096,0.375261,0.512538,0.454459,116.888,296.841,786.271,116.888,296.841,786.271,0,0,0,0,
1.38,0.0479911,0.0189177,0.14653,0.126854,0.0428501,0.245848,-0.0845021,0.0494423,-0.249248,0.535284,0.375837,0.514469,0.454432,117.966,295.37,786.664,117.966,295.37,786.664,0,0,0,0,
1.38667,0.0480058,0.0189534,0.146518,0.126858,0.0429572,0.24583,-0.0844819,0.0496102,-0.249212,0.536674,0.376176,0.516538,0.4546,119.048,293.9,787.051,119.048,293.9,787.051,0,0,0,0,
1.39333,0.0480167,0.0189889,0.146508,0.126848,0.0430746,0.24582,-0.0844437,0.0497862,-0.249181,0.538181,0.37645,0.518886,0.454773,120.135,292.432,787.433,120.135,292.432,787.433,0,0,0,0,
1.4,0.0480235,0.0190267,0.146499,0.12681,0.0432202,0.245823,-0.0843909,0.0499612,-0.249157,0.539807,0.376673,0.521158,0.454868,121.225,290.966,787.809,121.225,290.966,787.809,0,0,0,0,
1.40667,0.0480245,0.0190752,0.146491,0.126746,0.0433908,0.245841,-0.0843468,0.0501375,-0.249133,0.541397,0.377012,0.523387,0.454716,122.319,289.501,788.179,122.319,289.501,788.179,0,0,0,0,
1.41333,0.0480187,0.0191314,0.146485,0.126646,0.0435946,0.245877,-0.0842929,0.0503316,-0.249109,0.543054,0.377372,0.52617,0.454505,123.418,288.038,788.544,123.418,288.038,788.544,0,0,0,0,
1.42,0.0480064,0.0191928,0.14648,0.126508,0.0438309,0.245933,-0.0842228,0.0505397,-0.249088,0.544856,0.3777,0.529315,0.454279,124.52,286.577,788.903,124.52,286.577,788.903,0,0,0,0,
1.42667,0.0479864,0.0192603,0.146477,0.126326,0.0440999,0.246014,-0.0841312,0.0507366,-0.249082,0.546874,0.377937,0.531955,0.453893,125.626,285.117,789.257,125.626,285.117,789.257,0,0,0,0,
1.43333,0.0479583,0.0193358,0.146477,0.1261,0.0443954,0.246121,-0.084008,0.0509784,-0.249076,0.548982,0.378131,0.536346,0.453591,126.737,283.659,789.605,126.737,283.659,789.605,0,0,0,0,
1.44,0.0479202,0.0194178,0.146481,0.125825,0.0447312,0.246248,-0.0838645,0.0512239,-0.249081,0.551315,0.378296,0.540661,0.453087,127.851,282.202,789.947,127.851,282.202,789.947,0,0,0,0,
1.44667,0.0478669,0.0195142,0.146488,0.125501,0.0450863,0.246406,-0.0836953,0.0514944,-0.24909,0.553989,0.378417,0.545362,0.452582,128.969,280.748,790.283,128.969,280.748,790.283,0,0,0,0,
1.45333,0.0478012,0.0196198,0.1465,0.125131,0.0454754,0.246587,-0.0834879,0.0517989,-0.249106,0.557172,0.378473,0.550541,0.452029,130.092,279.294,790.614,130.092,279.294,790.614,0,0,0,0,
1.46,0.0477251,0.0197311,0.146515,0.124715,0.0458937,0.246787,-0.0832568,0.052113,-0.24913,0.560694,0.378473,0.555609,0.451399,131.218,277.843,790.939,131.218,277.843,790.939,0,0,0,0,
1.46667,0.0476445,0.0198404,0.146536,0.124272,0.0463259,0.246996,-0.0829604,0.0524499,-0.249173,0.564699,0.378183,0.56142,0.450963,132.348,276.394,791.259,132.348,276.394,791.259,0,0,0,0,
1.47333,0.0475517,0.019958,0.14656,0.123799,0.0467838,0.247222,-0.0826264,0.0528009,-0.249227,0.569319,0.37777,0.566848,0.450512,133.482,274.946,791.573,133.482,274.946,791.573,0,0,0,0,
1.48,0.0474463,0.0200848,0.146589,0.1233,0.0472597,0.247446,-0.0822796,0.0531629,-0.249284,0.574126,0.37738,0.572413,0.449927,134.619,273.5,791.881,134.619,273.5,791.881,0,0,0,0,
1.48667,0.0473257,0.0202201,0.146621,0.12282,0.047702,0.247668,-0.081862,0.0535908,-0.249353,0.579409,0.376897,0.580219,0.449249,135.761,272.056,792.183,135.761,272.056,792.183,0,0,0,0,
1.49333,0.0471955,0.0203612,0.146657,0.122326,0.048159,0.247896,-0.0814105,0.0540265,-0.249431,0.585151,0.376288,0.587816,0.448612,136.906,270.614,792.48,136.906,270.614,792.48,0,0,0,0,
1.5,0.0470645,0.0205004,0.146694,0.121824,0.0486247,0.248123,-0.0809646,0.0544699,-0.249502,0.590997,0.375734,0.59533,0.448039,138.056,269.173,792.771,138.056,269.173,792.771,0,0,0,0,
1.50667,0.0469169,0.0206522,0.146736,0.121319,0.049099,0.248347,-0.0804874,0.0549207,-0.249584,0.597381,0.375115,0.602385,0.447331,139.209,267.735,793.057,139.209,267.735,793.057,0,0,0,0,
1.51333,0.0467594,0.0208102,0.146781,0.120812,0.0495804,0.248566,-0.08,0.055377,-0.249664,0.604025,0.374451,0.609219,0.446771,140.366,266.298,793.336,140.366,266.298,793.336,0,0,0,0,
1.52,0.0466011,0.0209705,0.146826,0.120306,0.0500616,0.248779,-0.0794987,0.0558348,-0.249748,0.61112,0.373767,0.615302,0.446154,141.526,264.864,793.61,141.526,264.864,793.61,0,0,0,0,
1.52667,0.0464409,0.021135,0.146871,0.119807,0.0505539,0.248984,-0.0790053,0.0562882,-0.249829,0.617986,0.373163,0.621747,0.445424,142.69,263.431,793.879,142.69,263.431,793.879,0,0,0,0,
1.53333,0.0462786,0.0213026,0.146917,0.119316,0.0510529,0.249181,-0.0785238,0.0567467,-0.249899,0.624605,0.372614,0.628793,0.444849,143.859,262,794.141,143.859,262,794.141,0,0,0,0,
1.54,0.0461151,0.0214709,0.146963,0.118843,0.051546,0.249364,-0.0780493,0.0571971,-0.249964,0.63139,0.372051,0.635077,0.44443,145.03,260.572,794.398,145.03,260.572,794.398,0,0,0,0,
1.54667,0.0459535,0.0216355,0.147008,0.11838,0.0520437,0.249536,-0.0775835,0.057635,-0.250027,0.638309,0.371495,0.640513,0.444071,146.206,259.145,794.649,146.206,259.145,794.649,0,0,0,0,
1.55333,0.0457929,0.0218012,0.147051,0.11794,0.0525343,0.249676,-0.0771462,0.0580357,-0.250089,0.644915,0.371006,0.645076,0.443561,147.385,257.72,794.895,147.385,257.72,794.895,0,0,0,0,
1.56,0.0456379,0.0219637,0.147091,0.117526,0.0530133,0.2498,-0.0767271,0.0584221,-0.250146,0.651094,0.370561,0.649952,0.443085,148.568,256.298,795.135,148.568,256.298,795.135,0,0,0,0,
1.56667,0.0454876,0.0221243,0.147129,0.117131,0.053488,0.24991,-0.0763176,0.0588115,-0.250195,0.65738,0.370169,0.654474,0.442684,149.754,254.877,795.369,149.754,254.877,795.369,0,0,0,0,
1.57333,0.0453419,0.0222827,0.147165,0.116756,0.0539599,0.250008,-0.0759104,0.0592149,-0.250237,0.664043,0.369832,0.658419,0.442369,150.944,253.459,795.597,150.944,253.459,795.597,0,0,0,0,
1.58,0.045204,0.0224368,0.147198,0.116407,0.0544062,0.250106,-0.0754984,0.0596383,-0.250269,0.670581,0.369507,0.663409,0.442256,152.138,252.043,795.819,152.138,252.043,795.819,0,0,0,0,
1.58667,0.0450719,0.0225882,0.147227,0.116083,0.054847,0.250191,-0.0751023,0.060056,-0.250294,0.676849,0.369221,0.668592,0.442259,153.335,250.629,796.036,153.335,250.629,796.036,0,0,0,0,
